Correct name with authors,Family,Order,Superorder,"Group (Dicot, Monocot, Gymnosperm, Fern)",Sample reference code,"Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)",Nearctic,Neotropic,Palearctic,Afrotropic,Indo-Malay,Australasia,Oceania,Number of Biogeographic Realms,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Dry Broadleaf Forests,Tropical and Subtropical Coniferous Forests,Temperate Broadleaf and Mixed Forests,Temperate Coniferous Forests,Boreal Forests/Taiga,"Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands",Flooded Grasslands and Savannas,Montane Grasslands and Shrublands,Tundra,"Mediterranean Forests, Woodlands, and Scrub",Deserts and Xeric Shrublands,Mangroves,Number of Biomes,C (%),S (%),R (%)
Dipterocarpus cornutus Dyer  ,Dipterocarpaceae,Malvales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.78,64.83,2.39
Dipteryx oleifera Benth.,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,73.59,20.36,6.05
Dittrichia viscosa (L.) Greuter,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,45.38,0.00,54.62
Dolichorrhiza caucasica (M.Bieb.) Galushko,Asteraceae,Asterales,Asteranae,Dicot,Soudzilovskaia,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.89,0.00,59.11
Dolichos oliveri Schweinf.,Fabaceae,Fabales,Rosanae,Dicot,Buffa/Nyakunga,perennial,shrub,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,63.85,25.47,10.68
Doliocarpus major J.F. Gmel.,Dilleniaceae,Dilleniales,Dillenianae,Dicot,Wright,perennial,liana,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,39.24,47.72,13.04
Doliocarpus olivaceus Sprague & R.O. Williams ex Standl.,Dilleniaceae,Dilleniales,Dillenianae,Dicot,Wright,perennial,liana,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.47,40.00,9.52
Doronicum clusii (All.) Tausch,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,36.51,0.00,63.49
Doronicum grandiflorum Lam.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,39.29,0.00,60.71
Dorycnium herbaceum Vill.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,9.92,51.48,38.61
Draba aizoides L.,Brassicaceae,Brassicales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.00,66.38,33.62
Draba asprella Greene,Brassicaceae,Brassicales,Rosanae,Dicot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.14,38.95,55.91
Draba dubia Suter,Brassicaceae,Brassicales,Rosanae,Dicot,Caccianiga,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.00,85.04,14.96
Draba hispida Willd.,Brassicaceae,Brassicales,Rosanae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.67,0.00,99.33
Dracaena sanderiana Sander,Asparagaceae,Asparagales,Lilianae,Monocot,Shipley,perennial,forb,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23.44,54.29,22.27
Drosera anglica Huds.,Droseraceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,perennial,forb,1,0,1,0,0,0,1,3,1,0,0,1,1,1,0,1,0,0,1,1,0,0,7,7.57,0.00,92.43
Drosera intermedia Hayne,Droseraceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,perennial,forb,1,1,1,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,5,0.00,12.47,87.53
Drosera rotundifolia L.,Droseraceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,3.66,0.00,96.34
Dryas octopetala L.,Rosaceae,Rosales,Rosanae,Dicot,Cornelissen,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,5,7.47,80.63,11.91
Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteridaceae,Polypodiales,,Fern,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,71.70,6.80,21.50
Dryopteris carthusiana (Vill.) H. P. Fuchs,Dryopteridaceae,Polypodiales,,Fern,Cerabolini,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,73.45,9.50,17.05
Dryopteris dilatata (Hoffm.) A. Gray,Dryopteridaceae,Polypodiales,,Fern,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,42.37,18.73,38.89
Dryopteris expansa (Presl.) Fraser-Jenk. & Jermy,Dryopteridaceae,Polypodiales,,Fern,Cerabolini/Pierce,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,32.65,26.21,41.14
Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Polypodiales,,Fern,Cerabolini/Pierce,perennial,forb,1,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,1,1,1,0,7,70.89,7.86,21.25
Dryopteris remota (A. Braun) Hayek,Dryopteridaceae,Polypodiales,,Fern,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,66.55,0.00,33.45
Drypetes standleyi G.L. Webster,Putranjivaceae,Malpighiales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,37.78,56.14,6.08
Duguetia gardneriana Mart.,Annonaceae,Magnoliales,Magnolianae,Dicot,Pinho,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,46.87,52.03,1.10
Echeandia flavescens (Schult. & Schult. f.) Cruden,Asparagaceae,Asparagales,Lilianae,Monocot,Laughlin,perennial,forb,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,38.31,0.00,61.69
Echinochloa crusgalli (L.) P. Beauv.,Poaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,annual,graminoid,0,0,1,1,1,0,0,3,1,0,0,1,1,0,1,0,0,1,0,1,1,0,7,47.51,13.91,38.57
Echinolaena inflexa (Poir.) Chase,Poaceae,Poales,Lilianae,Monocot,Negreiros,perennial,graminoid,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,15.94,77.95,6.11
Echinops exaltatus Schrad.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,54.74,33.15,12.11
Echinops ritro L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,5,78.06,11.96,9.98
Echium vulgare L.,Boraginaceae,Boraginales,Asteranae,Dicot,Cerabolini,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,65.91,4.25,29.84
Egeria densa Planch.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,Cerabolini/Pierce,perennial,aquatic,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,5.08,0.00,94.92
Elaeagnus pungens Thunb.,Elaeagnaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,36.27,51.99,11.74
Elatine hexandra DC.,Elatinaceae,Malpighiales,Rosanae,Dicot,Kleyer,annual,aquatic,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.00,29.34,70.66
Elatine hydropiper L.,Elatinaceae,Malpighiales,Rosanae,Dicot,Kleyer,annual,aquatic,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.00,0.00,100.00
Eleocharis acicularis (L.) Roem. & Schult.,Cyperaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,1,1,0,1,0,1,5,1,1,1,1,1,1,0,1,0,1,1,1,0,1,11,0.00,0.00,100.00
Eleocharis mamillata H. Lindb. austriaca (Hayek) Strandh.,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,8.87,0.00,91.13
Eleocharis multicaulis (Sm.) Desv.,Cyperaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,15.16,84.84,0.00
Eleocharis obtusa (Willd.) Schult.,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,0,0,0,0,0,1,2,1,0,0,1,1,0,1,1,0,0,0,1,0,0,6,23.09,38.87,38.04
Eleocharis ovata (Roth) Roem. & Schult.,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini,annual,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,1,0,5,9.86,52.38,37.76
Eleocharis palustris (L.) Roem. & Schult. palustris,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,45.68,0.00,54.32
Eleocharis quinqueflora (Hartmann) O. Schwarz,Cyperaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,1,1,0,0,0,0,3,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,4.16,95.84,0.00
Eleusine indica (L.) Gaertn.,Poaceae,Poales,Lilianae,Monocot,Kleyer,annual,graminoid,0,0,1,1,1,0,0,3,1,1,0,1,0,0,1,0,0,1,0,1,1,1,8,15.72,33.96,50.32
Elodea canadensis Michx.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,Kleyer,perennial,aquatic,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,2.40,45.40,52.20
Elymus athericus (Link) Kerguélen,Poaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,32.43,49.99,17.58
Elymus canadensis L.,Poaceae,Poales,Lilianae,Monocot,Weiher,perennial,graminoid,1,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,1,1,0,7,28.08,50.03,21.89
Elymus elymoides (Raf.) Swezey,Poaceae,Poales,Lilianae,Monocot,Laughlin,perennial,graminoid,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,5,15.40,67.26,17.35
Elymus farctus (Viv.) Runemark ex Melderis,Poaceae,Poales,Lilianae,Monocot,Buffa,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,18.96,76.01,5.03
Elymus repens (L.) Gould,Poaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,30.98,36.28,32.74
Elymus trachycaulus (Link) Gould ex Shinners,Poaceae,Poales,Lilianae,Monocot,Laughlin,perennial,graminoid,1,1,0,0,0,0,0,2,0,1,1,1,1,1,0,1,0,0,1,0,1,0,8,12.90,48.15,38.95
Elytrigia repens (L.) Desv. ex Nevski,Poaceae,Poales,Lilianae,Monocot,Díaz,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,20.12,48.23,31.65
Emerus major Mill.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,28.00,24.39,47.61
Empetrum nigrum L.,Ericaceae,Ericales,Asteranae,Dicot,Cornelissen,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,0.00,100.00,0.00
Enicosanthum fuscum (King) Airy Shaw  ,Annonaceae,Magnoliales,Magnolianae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.15,35.38,4.46
Epilobium alpestre (Jacq.) Krock.,Onagraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,18.72,24.57,56.71
Epilobium anagallidifolium Lam.,Onagraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,58.97,41.03
Epilobium angustifolium L.,Onagraceae,Myrtales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,0,0,7,34.64,17.10,48.25
Epilobium brachycarpum C. Presl,Onagraceae,Myrtales,Rosanae,Dicot,Laughlin,annual,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,6.71,5.87,87.42
Epilobium ciliatum Raf.,Onagraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,forb,1,1,1,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,1,1,1,0,10,19.31,0.00,80.69
Epilobium coloratum Biehler,Onagraceae,Myrtales,Rosanae,Dicot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,11.33,43.55,45.13
Epilobium dodonaei Vill.,Onagraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,17.96,59.28,22.75
Epilobium fleischeri Hochst.,Onagraceae,Myrtales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,8.45,59.33,32.22
Epilobium glandulosum Lehm.,Onagraceae,Myrtales,Rosanae,Dicot,Shipley,perennial,forb,1,1,1,0,0,0,0,3,1,1,1,1,1,1,0,1,0,1,0,1,1,0,10,3.24,72.54,24.22
Epilobium hirsutum L.,Onagraceae,Myrtales,Rosanae,Dicot,Díaz,perennial,forb,0,0,1,1,1,0,0,3,1,1,0,1,1,0,1,0,0,1,0,1,1,0,8,35.57,20.08,44.34
Epilobium montanum L.,Onagraceae,Myrtales,Rosanae,Dicot,Díaz,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,35.39,25.54,39.07
Epilobium nutans F.W. Schmidt,Onagraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,10.16,30.55,59.29
Epilobium palustre L.,Onagraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,0,0,7,34.05,0.00,65.95
Epipactis atrorubens (Hoffm. ex Bernh.) Besser,Orchidaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,36.00,24.08,39.92
Epipactis helleborine (L.) Crantz,Orchidaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,0,0,1,0,1,0,0,2,1,0,1,1,1,1,0,0,0,1,1,1,0,0,8,23.87,46.15,29.98
Epipactis palustris (L.) Crantz,Orchidaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,26.46,16.58,56.96
Epiprinus malayanus Griff.  ,Euphorbiaceae,Malpighiales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.31,33.69,0.00
Equisetum arvense L.,Equisetaceae,Equisetales,,Fern,Shipley,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,14.71,63.77,21.53
Equisetum fluviatile L.,Equisetaceae,Equisetales,,Fern,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,15.77,84.23,0.00
Equisetum sylvaticum L.,Equisetaceae,Equisetales,,Fern,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,5,12.90,47.20,39.90
Equisetum telmateia Ehrh.,Equisetaceae,Equisetales,,Fern,Cerabolini,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,18.28,12.05,69.68
Eragrostis mexicana (Hornem.) Link,Poaceae,Poales,Lilianae,Monocot,Laughlin,annual,graminoid,1,1,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,1,0,1,1,0,9,12.82,36.26,50.92
Eragrostis minor Host,Poaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,annual,graminoid,0,0,1,1,1,0,0,3,1,1,0,1,1,0,0,1,0,1,0,1,1,0,8,19.99,27.54,52.47
Eragrostis pectinacea (Michx.) Nees,Poaceae,Poales,Lilianae,Monocot,Shipley,annual,graminoid,1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,1,0,7,21.49,48.00,30.51
Eragrostis spectabilis (Pursh) Steud.,Poaceae,Poales,Lilianae,Monocot,Weiher,perennial,graminoid,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,5,14.32,65.53,20.15
Erica arborea L.,Ericaceae,Ericales,Asteranae,Dicot,Cerabolini,perennial,shrub,0,0,1,1,0,0,0,2,1,0,0,1,0,0,1,0,1,1,0,1,1,0,7,0.00,75.78,24.22
Erica cinerea L.,Ericaceae,Ericales,Asteranae,Dicot,Cornelissen,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,93.91,6.09
Erica scoparia L. scoparia,Ericaceae,Ericales,Asteranae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0.00,100.00,0.00
Erica tetralix L.,Ericaceae,Ericales,Asteranae,Dicot,Kleyer,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,100.00,0.00
Erigeron alpinus L.,Asteraceae,Asterales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,1,1,0,0,3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,8,16.67,43.45,39.88
Erigeron annuus (L.) Desf.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,41.27,12.95,45.79
Erigeron borealis (Vierh.) Simmons,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,13.42,0.00,86.58
Erigeron canadensis L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,1,1,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,9,19.31,43.31,37.38
Erigeron caucasicus Steven,Asteraceae,Asterales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,29.58,18.13,52.29
Erigeron divergens Torr. & A. Gray,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,biennial,forb,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,5,7.25,29.97,62.79
Erigeron flagellaris A. Gray,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,biennial,forb,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4,5.25,57.83,36.92
Erigeron formosissimus Greene,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,14.47,52.20,33.33
Erigeron karvinskianus DC.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,1,1,0,1,0,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,5,14.42,18.04,67.54
Erigeron speciosus (Lindl.) DC.,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,4,22.85,40.04,37.11
Erigeron strigosus Muhl. ex Willd.,Asteraceae,Asterales,Asteranae,Dicot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,6,13.42,44.47,42.11
Erigeron uniflorus L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,2.68,20.87,76.45
Eriobotrya japonica (Thunb.) Lindl.,Rosaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54.56,45.44,0.00
Eriogonum alatum Torr.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,Laughlin,perennial,shrub,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,27.08,72.92,0.00
Eriogonum pharnaceoides Torr.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,Laughlin,annual,forb,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,11.17,46.73,42.10
Eriogonum racemosum Nutt.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,Laughlin,perennial,shrub,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29.63,70.37,0.00
Eriope arenaria Harley,Lamiaceae,Lamiales,Asteranae,Dicot,Negreiros,perennial,forb,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.37,87.39,11.25
Eriophorum angustifolium Honck.,Cyperaceae,Poales,Lilianae,Monocot,Cornelissen,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,30.35,63.40,6.25
Eriophorum latifolium Hoppe,Cyperaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,16.46,59.64,23.90
Eriophorum scheuchzeri Hoppe,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,5,34.01,38.96,27.03
Eriophorum vaginatum L.,Cyperaceae,Poales,Lilianae,Monocot,Soudzilovskaia,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,16.19,76.13,7.68
Eriotheca macrophylla (K. Schum.) A. Robyns,Malvaceae,Malvales,Rosanae,Dicot,Pinho,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.99,31.64,7.36
Eritrichium caucasicum Grossh.,Boraginaceae,Boraginales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,5.51,77.83,16.65
Erodium cicutarium (L.) L'Hér.,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini/Pierce,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,35.42,0.00,64.58
Erodium lebelii Jord.,Geraniaceae,Geraniales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.29,46.61,36.10
Erodium moschatum (L.) L'Hér. ex Aiton,Geraniaceae,Geraniales,Rosanae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,63.80,0.00,36.20
Erophila verna (L.) DC. praecox (Steven) Walp.,Brassicaceae,Brassicales,Rosanae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,7,4.80,0.00,95.20
Erucastrum nasturtiifolium O.E. Schulz,Brassicaceae,Brassicales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,52.26,32.33,15.41
Eryngium campestre L.,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,81.30,18.70,0.00
Eryngium yuccifolium Michx.,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,23.63,76.37,0.00
Erysimum cheiranthoides L.,Brassicaceae,Brassicales,Rosanae,Dicot,Kleyer,biennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,5,9.13,70.93,19.95
Erysimum hieraciifolium L.,Brassicaceae,Brassicales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14.89,44.72,40.39
Erysimum odoratum Ehrh.,Brassicaceae,Brassicales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.55,4.25,73.21
Erythrina costaricensis Micheli,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,77.01,2.09,20.90
